recipient_city,agreement_value,year
Sudbury,"[ 356940.  833535. 1583326. 1272688. 1522371. 1391608.  843544. 1374025.
 1894427.   50000. 1009868.  332976.  877572. 6522971.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
"Sudbury , Ontario",[27057.],[2017]
"Sudbury, Ontario",[1010475.  547861.],[2017 2018]
Summerford,[27316. 23294.],[2018 2019]
Summerland,[199984.  49290.  68461. 132877.],[2012 2013 2018 2019]
"Summerland, British Columbia|Summerland, Colombie-Britannique",[45712.],[2017]
Summerside,"[ 674200.  415269.  364846.  255197. 2971348.  164549.   92404.  104682.
  287361.  206325.  113184.  117017.  978585.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Summerside, Prince Edward Island|Summerside, Île-du-Prince-Édouard",[50000.],[2018]
Summerville,[2325. 7756.],[2018 2019]
Sun Peaks,[ 4970. 11695.],[2018 2019]
Sunderland,[28350. 41767.],[2016 2018]
"Sunderland, Ontario",[40580.],[2017]
Sundre,[35280. 53504. 26048. 12761. 68646.],[2008 2009 2010 2018 2019]
"Sundre, Alberta",[30744.],[2017]
Sundridge,[133530.  94386.  26880.],[2010 2013 2018]
"Sundridge, Ontario",[329304.],[2017]
Sunny Corner,[12074.  7705.],[2018 2019]
Sunnyside,[5972.],[2018]
Surrey,"[ 2253002.  1414803.  1368783.  2277361.  2340706.  2931570.  2328324.
  1775579.  1960872.  1582362.  1522393.  8207021. 16004496.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Surrey, British Columbia|Surrey, Colombie-Britannique",[ 872520. 6581638. 1222751.],[2016 2017 2018]
Sussex,[ 84901.  85502. 180237.  79981.  50000. 190127. 274896.],[2006 2007 2008 2010 2015 2018 2019]
Sussex Corner,[10746.  4600.],[2018 2019]
Sutherland,[25000.],[2019]
Sutton,[ 95227. 112021.],[2018 2019]
Sutton West,"[ 28092.  38689.  32895.  35220.  47673.  48575.  89230.  70173. 186637.
  59765.]",[2007 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Sutton West, Ontario",[80383.],[2017]
Swan Hills,[29309.],[2019]
Swan Lake,[2676.],[2018]
Swan River,[362295.  27150. 600554.  44064.  30000.  30922.  32840.  54329.],[2006 2007 2008 2009 2010 2013 2018 2019]
Sweet Bay,[2985. 2674.],[2018 2019]
Swift Current,"[118729. 133730. 130940. 309800.  54178. 223810. 196436. 181950. 170332.
 125000. 330165. 454688. 926489. 288118.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
"Swift Current, Saskatchewan",[95724. 29000.],[2017 2018]
"Swift Current,Sask.",[7742.],[2019]
Sydenham,[50000. 50000. 24394. 60954.],[2013 2015 2018 2019]
"Sydenham, Ontario",[49500.],[2017]
Sydney,"[1690812. 1320119. 2304166. 1091322. 1538957. 1435211. 2156043.  298180.
 2968931.  423487.  394672. 1057413. 9499178.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
Sydney Mines,[249769.  98987. 294843. 155855. 149065. 192177. 171800.  71625. 106735.],[2007 2008 2009 2011 2012 2013 2014 2018 2019]
"Sydney Mines, Nova Scotia|Sydney Mines, Nouvelle-Écosse",[116467.],[2016]
Sydney River,[11958. 16178.],[2018 2019]
"Sydney, Nova Scotia|Sydney, Nouvelle-Écosse",[ 644543. 1527558.   36543.],[2016 2017 2018]
Sylvan Lake,[253933.  27571.  27744.  94009.],[2006 2016 2018 2019]
TABER,[8400.],[2019]
TECUMSEH,[0.],[2019]
TELKWA,[3881.],[2019]
THORHILD,[3583.],[2019]
THUNDER BAY,[5040.],[2018]
THURSO,[1260.],[2018]
TISDALE,[3078.],[2019]
TORONTO,[6621606.],[2019]
Taber,[208509. 617285. 344692. 137819. 341912.  55155.  61689.],[2007 2008 2010 2012 2016 2018 2019]
Tabusintac,[29400. 31770.],[2018 2019]
Tadoussac,[11887. 26431.],[2018 2019]
Tahsis,[ 3039. 30347.],[2018 2019]
Tamworth,[32375.  7000.],[2014 2019]
Tancook Island,[3436.],[2018]
Tangier,[4400. 4164.],[2018 2019]
Tantallon,[15216. 28095.],[2018 2019]
Tappen,[8271.],[2019]
Tara,[50000.  3360.],[2014 2018]
Targettville,[3514. 7448.],[2018 2019]
Taschereau,[ 5402. 56434.],[2018 2019]
Tatamagouche,[66298. 50000. 61706. 99284.],[2011 2013 2018 2019]
Tatla Lake,[5000.],[2019]
Tavistock,[6720.],[2018]
Taymouth,[7781. 7961.],[2018 2019]
Tecumseh,[ 65095. 155199.  24341.],[2016 2018 2019]
"Tecumseh, Ontario",[37506.],[2017]
Teeswater,[50000. 29900. 14560.],[2009 2015 2018]
Tehkummah,[28594.  4480.],[2015 2018]
"Tehkummah, Ontario",[27492.],[2017]
Telegraph Cove,[3450. 4411.],[2018 2019]
Telegraph Creek,[8822.],[2019]
Telkwa,[37288. 50000. 18772.  5265.],[2014 2015 2018 2019]
Temagami,[45004. 41766.     0.],[2010 2018 2019]
Temagmi,[1680.],[2018]
Temiskaming Shores,[64903.],[2019]
"Temiskaming Shores, Ontario",[2408722.],[2017]
Temperance Vale,[2243.],[2019]
Terence Bay,[6516. 5230.],[2018 2019]
Terra Nova,[1005.],[2018]
Terrace,"[  90974.  361627.   30668. 1438404.   97849.  172353.  358510.   70778.
   96921.  172787.]",[2006 2007 2008 2009 2010 2011 2012 2016 2018 2019]
Terrace Bay,[44100. 13877.],[2010 2018]
"Terrace, British Columbia|Terrace, Colombie-Britannique",[212757.],[2017]
Terrasse-Vaudreuil,[ 3840. 11000.],[2018 2019]
Terrebonne,"[ 576688.  141635.  266066.  943749.  133681.  545300. 1027951.  412450.
 4158698.  107813.  409556. 3795546.]",[2006 2007 2008 2009 2010 2011 2012 2014 2015 2016 2018 2019]
"Terrebonne, Quebec|Terrebonne, Québec",[139656.],[2017]
Terrenceville,[1368.],[2019]
Teslin,[2016. 5697.],[2018 2019]
Teulon,[17756. 29091.],[2018 2019]
Thamesford,[13440.],[2018]
Thamesville,[12634.],[2018]
The Blue Mountains,[11391.],[2018]
The Pas,[400000.  96990.  76274.  92641. 109309.  97173.  63987. 799555.],[2006 2008 2009 2010 2011 2012 2018 2019]
Theodore,[2631. 3591.],[2018 2019]
Thessalon,[62450. 43737. 18626.],[2011 2018 2019]
Thetford Mines,"[ 32130.  69938.  27600.  74177. 580981.  51688. 155973. 255671. 101447.
 449251.]",[2007 2008 2009 2010 2011 2012 2013 2015 2018 2019]
"Thetford Mines, Quebec|Thetford Mines, Québec",[469381.],[2017]
Thetis Island,[8822.],[2019]
Thomasburg,[5000.],[2019]
Thompson,"[ 306333.  369779.  394247.  128582.  143730.  307227.  259765.  363946.
 1171165.  110753.  330117.  582107. 3429850.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Thompson, Manitoba",[32112. 25000.],[2017 2018]
Thomson,[50000.],[2010]
Thorburn,[10375.],[2018]
Thorhild,[23239. 44149.],[2018 2019]
Thornbury,[42429.],[2018]
Thorndale,[8400.],[2018]
Thornhill,"[  93600.  125762.   97225.  153333. 1195779.  133031.  129156.  179289.
  169597.  498280. 1197280.  466438.]",[2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Thornhill, Ontario",[645332.],[2017]
"Thornhill, Ontario, Ontario",[34781.],[2017]
Thornloe,[3360.],[2018]
Thornton,[25200.],[2018]
Thorold,[ 786230. 1461210.   31312. 2382350.   73619. 9935952.],[2007 2011 2012 2014 2018 2019]
"Thorold, Ontario",[85750.],[2017]
Thorsby,[50000.  8160. 14700.],[2009 2018 2019]
Three Hills,[14688. 38565.],[2018 2019]
Thunday Bay,[150000.],[2009]
Thunder Bay,"[ 1474138.  1304358.  1361180.  1648955.  8600147.  2964360.  3343948.
  6701541.  1895868.  2864221.   892498.  3822604. 28767269.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Thunder Bay , Ontario",[26163.],[2017]
"Thunder Bay, Ontario",[19634839.   165965.],[2017 2018]
Thunderbay,[31852.],[2014]
Thurso,[ 7614. 24283.],[2018 2019]
Tide Head,[20905. 25653.],[2018 2019]
Tidnish Bridge,[3682. 3869.],[2018 2019]
Tignish,[25760. 55126. 61157.],[2014 2018 2019]
Tilbury,[15557.  3920.],[2018 2019]
"Tilbury, Ontario",[50000.],[2017]
Tillsonburg,[ 47781.  26885.  50000. 132500. 141678.  60857.],[2011 2012 2013 2015 2018 2019]
"Tillsonburg, Ontario",[50000.],[2018]
Tilting,[15240. 27943.],[2018 2019]
Timber River,[1577. 1610.],[2018 2019]
Timberlea,[ 5890. 30875.],[2018 2019]
Timmins,"[  159259.   316313.   370531.   328803. 12476896.  4344250.    45000.
    50000.    35595.   229962. 31187524.]",[2006 2007 2008 2009 2010 2012 2013 2014 2016 2018 2019]
"Timmins, Ontario",[444596.],[2017]
Tingwick,[2160. 4500.],[2018 2019]
Tiny,[31551.],[2018]
Tisdale,"[ 38793.  87682.  51810. 133851.  79196.  82628.  85817.  77231.  40165.
 158738.]",[2007 2008 2009 2010 2011 2012 2013 2014 2018 2019]
Tiverton,[ 7655. 29514.],[2018 2019]
Tizzard's Harbour,[3048. 3119.],[2018 2019]
Tlell,[1520. 1941.],[2018 2019]
Tobermory,[23151.],[2018]
Tobiano,[1941.],[2019]
Tobique First Nation,[12801. 31164.],[2018 2019]
Tofield,[13501. 12877.],[2018 2019]
Tofino,[ 72276. 112573.],[2018 2019]
Togo,[11000.],[2019]
Toledo,[57460.],[2019]
Torbay,[26118. 34108.],[2018 2019]
Toronto,"[4.16127110e+07 1.06944605e+08 4.11957330e+07 9.80859280e+07
 4.80908200e+07 8.05215920e+07 2.68494940e+07 4.23211650e+07
 1.26721872e+08 4.82289740e+07 1.90871700e+07 2.33529400e+06
 4.35014447e+08 4.28530417e+08]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
Toronto (Etobicoke),[31138.],[2007]
"Toronto, Ontario",[ 9952218. 80536847.  8989928.],[2016 2017 2018]
Torquay,[1549.],[2019]
Torrington,[1632. 4200.],[2018 2019]
Tors Cove,[4020. 1368.],[2018 2019]
Tottenham,[48000.  6720.  7840.],[2008 2018 2019]
Tourville,[141476.  95699. 302589. 168715.   9058.   7968.],[2007 2008 2009 2012 2018 2019]
Town of Plympton-Wyoming,[0.],[2019]
Townsend,[49359.],[2018]
"Townsend, Ontario",[27826.],[2017]
Tracadie,[ 29421. 541395.  93862.],[2015 2018 2019]
"Tracadie, New Brunswick|Tracadie, Nouveau-Brunswick",[31403.],[2017]
Tracadie-Sheila,"[359005. 275685. 319051. 227821. 238973. 224960. 231457. 120231.  32135.
 103173.  30424.  76154.  91414.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
Tracy,[50000.  4730.  4830.],[2015 2018 2019]
Trail,[ 38207. 193605. 538440. 131034.  48647.  36387.  54821.],[2006 2009 2010 2012 2013 2018 2019]
Traverse Bay,[1340.],[2018]
Treherne,[11129. 20592.],[2018 2019]
"Treherne, Manitoba",[44746.],[2017]
Tremblay,[2957. 3220.],[2018 2019]
Trent Lakes,[6720.],[2018]
Trenton,[ 30580.  50000. 137024.  47105.  29885. 137766.  49609.],[2007 2009 2011 2013 2014 2018 2019]
Trepassey,[44999. 33822.],[2018 2019]
Tring-Jonction,[ 4320. 87748.],[2018 2019]
Trinity,[24247. 52702.],[2018 2019]
Trinity Bay,[2239.],[2018]
Trinity East,[1005.],[2018]
Triton,[20957. 20595.],[2018 2019]
Trochu,[34272. 78500.],[2018 2019]
Trois Ruisseaux,[95943.  1521.],[2006 2018]
Trois-Pistoles,[ 82583. 431486. 266609. 364687.  99998.  81077.  55910. 276902.],[2006 2007 2008 2009 2010 2012 2018 2019]
Trois-Rives,[ 2471. 12962.],[2018 2019]
Trois-Rivières,"[1059465.  863946.  936253. 1173582.  462459. 1380329. 1509901.  757262.
  554597. 4557555.  765013.  106039. 1145207. 6703332.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
"Trois-Rivières, Quebec|Trois-Rivières, Québec",[718115.],[2017]
Tronto,[10000.],[2019]
Trout River,[11154. 13127.],[2018 2019]
Trouty,[1005. 1368.],[2018 2019]
Troy,[1320.],[2018]
Truro,"[  561925.   781247.  1015075.  1969101.  1036798.  4172707.   171279.
   713418.   115198.   559844.   235180. 13638764.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2018 2019]
Truro Heights,[3682.],[2018]
"Truro, Nova Scotia|Truro, Nouvelle-Écosse",[1135024. 4081967.],[2017 2018]
Tryon,[1503.],[2018]
Très-Saint-Rédempteur,[50000.],[2014]
Trécesson,[15875. 10030.],[2018 2019]
Tsawwassen,[10351.  9703.],[2018 2019]
"Tsawwassen, British Columbia|Tsawwassen, Colombie-Britannique",[141174.],[2017]
Tsuu T'ina,[32374630.  1421000.],[2010 2014]
Tsuu Tina,[361786.   7800.],[2007 2019]
Tuktoyaktuk,[12595. 28800.],[2018 2019]
Tumbler Ridge,[ 30000.  79994.  28584.  30926. 110638.],[2008 2009 2016 2018 2019]
"Tumbler Ridge, British Columbia|Tumbler Ridge, Colombie-Britannique",[48318.],[2017]
Tupperville,[3436. 3611.],[2018 2019]
Turner Valley,[ 6528. 41710.],[2018 2019]
Turtleford,[15484.],[2019]
Tusket,[ 52435. 261769.  27615.  34173.],[2009 2011 2018 2019]
Tweed,[ 20903. 112619.],[2018 2019]
Twillingate,[28884. 62337. 67289.],[2007 2018 2019]
Two Hills,[33462. 22589. 26038.],[2015 2018 2019]
Tyendinaga Mohawk Territory,[28855. 92719.],[2008 2013]
Tyendinaga Territory,[ 3360. 25000.],[2018 2019]
Tyndall,[2676. 7372.],[2018 2019]
Tyne Valley,[26569. 43263.],[2018 2019]
Tyner,[1316.],[2018]
Témiscaming,[ 25102.  58049. 110110.],[2014 2018 2019]
Témiscouata-sur-le-Lac,[ 68707.  98913.  66596. 198384.],[2012 2013 2018 2019]
"Témiscouata-sur-le-Lac, Quebec|Témiscouata-sur-le-Lac, Québec",[166078. 160185.],[2017 2018]
Témiscouata-sur-le-lac,[0.],[2019]
Tête-à-la-Baleine,[ 8235. 23904.],[2018 2019]
Uashat,[316250. 155890.   2160.  23904.],[2013 2014 2018 2019]
Ucluelet,[ 25712.  32585.  45500.  49413. 109198.],[2013 2016 2017 2018 2019]
"Ucluelet, British Columbia|Ucluelet, Colombie-Britannique",[45500.],[2017]
Uigg,[1388. 1472.],[2018 2019]
Ulukhaktok,[9423.],[2018]
Ulverton,[3962. 6830.],[2018 2019]
Union,[3360.],[2018]
Union Bay,[3450. 4411.],[2018 2019]
Unionville,[67640. 91191.  1960.],[2016 2018 2019]
Unity,[50000. 46085.  9624. 28657.],[2008 2013 2018 2019]
Upham,[12049.  6678.],[2018 2019]
Upper Branch,[2640. 2775.],[2018 2019]
Upper Brighton,[1802.],[2018]
Upper Cape,[1802. 1840.],[2018 2019]
Upper Coverdale,[3604. 1380.],[2018 2019]
Upper Derby,[4022.],[2019]
Upper Economy,[3682.],[2018]
Upper Gagetown,[8218.],[2019]
Upper Hammonds Plains,[206365.  12936.  16690.],[2006 2018 2019]
Upper Island Cove,[25636. 54882.],[2018 2019]
"Upper Island Cove, Newfoundland and Labrador|Upper Island Cove, Terre-Neuve-et-Labrador",[48588.],[2018]
Upper Kennetcook,[6600.],[2018]
Upper Kent,[7118. 7276.],[2018 2019]
Upper Kingsclear,[3153. 4600.],[2018 2019]
Upper Nappan,[8250. 3237.],[2018 2019]
Upper Onslow,[1155. 1388.],[2018 2019]
Upper Rawdon,[1540.],[2018]
Upper Salmon Creek,[2703. 1380.],[2018 2019]
Upper Stewiacke,[9952. 8349.],[2018 2019]
Upper Tantallon,[50000. 10308. 52619.],[2010 2018 2019]
Upperton,[1380.],[2019]
Upton,[20373. 72058.],[2018 2019]
Urbania,[8250. 3468.],[2018 2019]
Utopia,[28400. 48737. 33128.  1610.],[2008 2014 2018 2019]
"Utopia, Ontario",[25350.],[2018]
Uxbridge,[ 50000.  26756.  62684.  25125.  94930.  25815.  26793. 222031.  35912.],[2008 2010 2011 2012 2013 2014 2015 2018 2019]
"Uxbridge, Ontario",[31043.],[2018]
VAL-BRILLANT,[2471.],[2018]
VALCOURT,[6587.],[2018]
VANCOUVER,[  4558. 125401.],[2018 2019]
VAUDREUIL-DORION,[2880.],[2018]
VEGREVILLE,[10500.],[2019]
VERMILION,[9556.],[2019]
VERNON,[8822.],[2019]
VICTORIA,[ 1388. 35630.],[2018 2019]
VICTORIAVILLE,[5711.],[2018]
VIctoria Beach,[3068.],[2019]
Val Caron,[15120.],[2018]
Val Comeau,[0.],[2019]
Val D'Amour,[3514.],[2018]
Val Gagne,[3797.],[2018]
Val Marie,[3047. 7182.],[2018 2019]
"Val Marie, Saskatchewan",[27170.],[2018]
Val Rita,[ 5477. 31315.],[2018 2019]
Val d'Amour,[3514.],[2018]
Val d'or,[0.],[2019]
Val-Alain,[ 8070. 14002.],[2018 2019]
Val-Brillant,[4942. 3500.],[2018 2019]
Val-Caron,[5040.],[2018]
Val-Comeau,[2957. 1610.],[2018 2019]
Val-David,[56534. 45724.],[2018 2019]
Val-Joli,[1080. 3000.],[2018 2019]
Val-Morin,[2882. 7968.],[2018 2019]
Val-Racine,[ 6176. 13802.],[2018 2019]
Val-Saint-Gilles,[24991.],[2019]
Val-d'Amour,[3596.],[2019]
Val-d'Espoir,[111576.  59126.  99121.  89612.  84070.   2882.  14796.],[2006 2009 2010 2011 2012 2018 2019]
Val-d'Or,"[ 227014.  287580.  285802.   96350. 2185253. 1244114.  197150.  367802.
  823151.  676283.  437682. 1509360.]",[2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Val-d'Or, Quebec|Val-d'Or, Québec",[ 546945. 2860513.],[2016 2017]
Val-des-Bois,[ 4140. 84170.],[2018 2019]
Val-des-Lacs,[1260.],[2018]
Val-des-Monts,[26553. 68020.],[2018 2019]
Valcartier,[99758. 93386.],[2014 2016]
Valcourt,[119335.  24287. 126036.],[2007 2018 2019]
"Valcourt, Quebec|Valcourt, Québec",[50000.],[2018]
Valemount,[20985.  5722.],[2018 2019]
"Valemount, British Columbia|Valemount, Colombie-Britannique",[40000.],[2017]
Valley,[1388.],[2018]
Valley Road,[4016. 4109.],[2018 2019]
Valleyfield,[256338. 156495.  89072. 383463. 187656.  16469.  11468.],[2006 2007 2011 2012 2014 2018 2019]
Valleyview,[  49010. 3696969.   11424.   28932.],[2008 2010 2018 2019]
Vallée-Jonction,[15872. 70586.],[2018 2019]
Vancouve,[3881.],[2019]
Vancouver,"[1.70712070e+07 1.91114880e+07 2.00482800e+07 2.18002790e+07
 4.29224010e+07 1.60185300e+07 2.15989060e+07 1.67394300e+07
 1.96882800e+07 7.22153700e+06 6.51030400e+06 5.41733000e+05
 2.94764240e+07 1.20133559e+08]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
"Vancouver ,BC",[9702.],[2019]
Vancouver - C,[4411.],[2019]
"Vancouver, BC",[6066.],[2019]
"Vancouver, British Columbia|Vancouver, Colombie-Britannique",[  895639. 27798112.   242669.],[2016 2017 2018]
Vancouver-Nord,[98420.],[2014]
Vanderhoof,[ 50000. 195322.  37265.  87186.  71710.  42618.],[2010 2012 2015 2016 2018 2019]
Vandrhoof,[25000.],[2019]
Vanessa,[1680.],[2018]
Vanguard,[3946. 4646.],[2018 2019]
Vanier,[419014. 722000. 225000. 105456. 585596.  18985.],[2006 2007 2008 2009 2010 2018]
Vankleek Hill,[50000. 23588. 87000.],[2013 2018 2019]
Vanscoy,[3047. 7182.],[2018 2019]
Varennes,[ 44976. 137804.],[2018 2019]
"Varennes, Quebec|Varennes, Québec",[190041.],[2017]
Vars,[5880.],[2018]
Vassar,[ 7132. 13589.],[2018 2019]
Vaudreil-Dorion,[76833.],[2012]
Vaudreuil,[3551. 6000.],[2018 2019]
Vaudreuil- Dorion,[36355.],[2011]
Vaudreuil-Dorion,"[ 145000.  173360.  166761.  298727.  557079.  484083.  780840.   58351.
  282660. 2158057.]",[2006 2007 2008 2009 2010 2014 2015 2016 2018 2019]
"Vaudreuil-Dorion, Quebec|Vaudreuil-Dorion, Québec",[25766.],[2017]
Vaudreuil-sur-le-Lac,[11520. 41404.],[2018 2019]
Vaudreuil-sur-le-lac,[8234.],[2018]
Vaughan,[ 33600.  90000. 558924. 430380. 244626.],[2007 2015 2016 2018 2019]
"Vaughan, Ontario",[134534.  50000.],[2017 2018]
Vauxhall,[13946. 56242.],[2018 2019]
Vegreville,[157553.  32500.  32343.  34541.],[2007 2015 2018 2019]
"Vegreville, Alberta",[41282.],[2018]
Venise-en-Québec,[11474. 55588.],[2018 2019]
Verchères,[40987. 85654.],[2018 2019]
Verdun,"[ 97733. 136726.  88192. 169730. 183114.  95898. 196047.  49000. 758774.
 284076. 617224.]",[2007 2008 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Verdun, Quebec|Verdun, Québec",[421922.],[2017]
Veregin,[2631. 6194.],[2018 2019]
Vermilion,[ 63198. 136354.],[2018 2019]
Vermilion Bay,[ 6706. 39248.],[2018 2019]
Verner,[15120.     0.],[2018 2019]
Vernon,"[523082.  29618. 416344. 431376. 818370. 224864. 412413. 349223. 278942.
 243758. 410322.]",[2006 2007 2008 2009 2010 2012 2013 2015 2016 2018 2019]
Vernon Bridge,[5254. 7699.],[2018 2019]
Vernon River,[ 5254. 11152.],[2018 2019]
Veron,[337081.],[2007]
Verona,[66121.],[2011]
Verret,[1610.],[2019]
Vibank,[ 1316. 18328.],[2018 2019]
Victoria,"[ 1775332. 42329963.  4286244.  2141793. 10474407.  5323829.   203589.
    69142.  9923211.   514234.   281096.  1000000.  5956861. 17929547.]",[2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019]
Victoria (Langford),[26753.],[2011]
Victoria BC,[1941.],[2019]
Victoria Beach,[47486. 34500.  1340. 17121.],[2011 2015 2018 2019]
Victoria Corner,[5091. 7191.],[2018 2019]
"Victoria Corner, New Brunswick|Victoria Corner, Nouveau-Brunswick",[39805.],[2017]
Victoria Mines,[2945. 3095.],[2018 2019]
"Victoria, British Columbia|Victoria, Colombie-Britannique",[  77738. 3251720. 1546295.],[2016 2017 2018]
Victoriaf,[8822.],[2019]
Victoriaville,"[ 269558.  287307.  513892.  439485.  196735.  348089. 1346650.  216685.
  434439.  177418.  200415. 1688170.]",[2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2018 2019]
"Victoriaville, Quebec|Victoriaville, Québec",[4358260.  639981.],[2016 2017]
Vietnam,[46000.],[2015]
Viking,[ 6973. 29095.],[2018 2019]
Village Green,[1388. 1472.],[2018 2019]
Village of Gagetown,[8032.],[2018]
Village of Queen Charlotte,[4556.],[2018]
Village of Young,[1316.],[2018]
Ville LaSalle,[33753. 39498. 38814.],[2009 2012 2015]
Ville Mont-Royal,[30802.],[2018]
Ville Saint-Laurent,[491985. 467172. 376463. 464089. 490939.],[2006 2007 2008 2009 2010]
Ville St Laurent,[0.],[2019]
"Ville St Laurent, Quebec|Ville St Laurent, Québec",[46894.],[2017]
Ville de Boisbriand,[50000.],[2010]
Ville de La Baie,[46271.],[2007]
Ville de Québec,[0.],[2019]
"Ville de Rivière-Rouge, Quebec|Ville de Rivière-Rouge, Québec",[50000.],[2017]
Ville-Marie,[ 87125.  82117.  94992. 100285.  74931. 455415.],[2008 2011 2012 2014 2018 2019]
Ville-Émard,[84810.],[2018]
Villebois,[16138.],[2019]
Villeroy,[3294. 9830.],[2018 2019]
Vimont,[15936.],[2019]
Vineland,[1680.],[2018]
Vineland Station,[54948.],[2018]
Virden,[27133. 34518.],[2018 2019]
Virgil,[1680.],[2018]
Virginiatown,[ 3360. 15213.],[2018 2019]
Viscount,[50000.  1316. 56047.],[2008 2018 2019]
Vita,[10367. 11630.],[2018 2019]
Vittoria,[22345.],[2018]
Vonda,[50000.],[2010]
Vulcan,[42435. 45150.],[2018 2019]
WASKESIU LAKE,[3097.],[2019]
WELLS,[3781.],[2019]
WEYBURN,[7182.],[2019]
WHISTLER,[9702.],[2019]
WHITEHORSE,[7632.],[2019]
WILLIAMS LAKE,[16585.],[2019]
WINDSOR,[0.],[2019]
WINNIPEG,[297390.],[2019]
WINNIPEG BEACH,[3686.],[2019]
Waasis,[6510. 6414.],[2018 2019]
Wabamun,[1632. 6300.],[2018 2019]
Wabasca,[7161745.   20933.],[2010 2019]
Wabowden,[6202.],[2018]
Wabush,[44928. 44250.  9207.  5472.],[2008 2013 2018 2019]
Wadena,[22227. 66534.],[2018 2019]
Wahnapitae,[5040.],[2018]
